id,age,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,last_online,location,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status,offspring_1,height2
4151,49,thin,mostly anything,not at all,never,graduated from masters program,black,63,0,retired,29MAY12:12:10:00,"oakland, california","has kids, but does not want more",straight,likes dogs and dislikes c,christianity and very serious about it,f,pisces,no,english,single,YES,160.02
4152,27,average,mostly anything,socially,never,working on college/university,white,71,60000,transportation,14JUN12:20:02:00,"san francisco, california",might want kids,straight,likes dogs,atheism and very serious about it,m,cancer,no,"english (fluently), spanish (poorly), portuguese (poorly)",single,YES,180.34
4153,55,fit,anything,not at all,never,graduated from high school,asian,64,40000,retired,19APR12:15:26:00,"novato, california",has a kid,straight,likes dogs and likes cats,other and very serious about it,f,taurus,no,"english (fluently), english (fluently)",single,YES,162.56
4154,47,fit,mostly vegetarian,socially,never,graduated from college/university,"hispanic / latin, white",77,0,computer / hardware / software,30JUN12:13:30:00,"berkeley, california","has kids, but does not want more",straight,likes dogs and likes cats,buddhism,m,aries,no,"english, spanish (fluently), italian (okay), portuguese (poorly)",single,YES,195.58
4155,41,fit,strictly anything,socially,never,graduated from college/university,white,76,150000,computer / hardware / software,18DEC11:05:26:00,"alameda, california",does not want kids,straight,likes dogs and dislikes c,atheism but not too serious about it,m,libra,sometimes,english (fluently),single,NO,193.04
4156,36,athletic,strictly anything,socially,never,graduated from ph.d program,white,71,0,computer / hardware / software,29JUN12:06:15:00,"san francisco, california","does not have kids, and does not want them",straight,has dogs,agnosticism,m,gemini,no,"english, russian",single,NO,180.34
4157,24,average,mostly anything,socially,sometimes,graduated from college/university,white,73,0,entertainment / media,02APR12:02:32:00,"san francisco, california","does not have kids, and does not want them",straight,likes dogs and likes cats,agnosticism and laughing about it,m,gemini,yes,"english, russian, sanskrit",single,NO,185.42
4158,37,average,mostly anything,not at all,never,graduated from college/university,white,72,0,other,26JUN12:06:30:00,"oakland, california","does not have kids, and does not want them",bisexual,likes dogs and has cats,agnosticism and laughing about it,m,scorpio,no,"english, french (poorly)",single,NO,182.88
4159,38,athletic,mostly anything,socially,never,graduated from college/university,white,66,0,sales / marketing / biz dev,29JUN12:22:12:00,"oakland, california",does not want kids,straight,likes dogs and likes cats,agnosticism,f,capricorn,no,"english (fluently), french (poorly), spanish (poorly)",single,NO,167.64
4160,26,fit,mostly anything,not at all,never,graduated from college/university,white,69,0,sales / marketing / biz dev,30JUN12:22:52:00,"oakland, california",does not have kids,straight,has cats,other,f,scorpio,no,english,single,NO,175.26
4161,30,thin,mostly anything,socially,never,working on ph.d program,white,66,0,student,30JUN12:22:52:00,"san leandro, california","does not have kids, but wants them",straight,likes dogs and has cats,atheism but not too serious about it,f,aquarius,no,"english (fluently), italian (poorly), spanish (poorly)",single,NO,167.64
4162,33,thin,mostly anything,socially,never,graduated from college/university,other,64,0,entertainment / media,27JUN12:19:20:00,"san francisco, california","does not have kids, but might want them",straight,likes dogs and likes cats,agnosticism but not too serious about it,f,virgo,when drinking,english,single,NO,162.56
4163,36,thin,strictly anything,socially,never,graduated from masters program,white,72,0,computer / hardware / software,27JUN12:22:36:00,"san mateo, california","does not have kids, but might want them",straight,likes dogs and likes cats,atheism but not too serious about it,m,libra,no,"english (fluently), c++ (fluently)",single,NO,182.88
4164,29,athletic,strictly anything,socially,never,dropped out of space camp,other,94,1000000,rather not say,26JUN12:21:46:00,"emeryville, california",does not have kids,straight,has dogs and likes cats,other and very serious about it,f,taurus,no,"english (fluently), french (okay), spanish (fluently)",single,NO,238.76
4165,21,athletic,strictly anything,desperately,often,graduated from college/university,"asian, white",66,70000,student,30JUN12:22:54:00,"berkeley, california",does not want kids,straight,has dogs,other and very serious about it,f,capricorn,when drinking,english,single,NO,167.64
4166,52,athletic,mostly anything,socially,never,graduated from masters program,white,73,80000,education / academia,29JUN12:21:04:00,"daly city, california","does not have kids, but might want them",straight,likes dogs and likes cats,buddhism but not too serious about it,m,pisces,no,"english (fluently), japanese (poorly), spanish (poorly), hawaiian (poo",single,NO,185.42
4167,40,athletic,mostly anything,socially,never,graduated from college/university,"asian, black, other",68,0,sales / marketing / biz dev,30JUN12:18:29:00,"san francisco, california",does not have kids,straight,likes dogs and likes cats,agnosticism,m,sagittarius,no,english (fluently),single,NO,172.72
4168,29,athletic,mostly anything,socially,never,graduated from masters program,asian,68,0,student,27JUN12:21:38:00,"daly city, california","does not have kids, but might want them",straight,likes dogs and likes cats,christianity and laughing about it,m,pisces,no,"english (fluently), chinese (fluently), spanish (poorly)",single,NO,172.72
4169,43,athletic,mostly anything,often,never,graduated from college/university,white,68,0,computer / hardware / software,30JUN12:19:06:00,"hercules, california",does not want kids,straight,likes dogs and has cats,agnosticism,m,capricorn,no,"english (fluently), italian (poorly)",single,NO,172.72
4170,32,fit,strictly anything,socially,never,working on college/university,black,69,80000,artistic / musical / writer,10APR12:19:02:00,"vallejo, california","has kids, and wants more",straight,has dogs,christianity and very serious about it,m,cancer,yes,english,single,YES,175.26
4171,27,skinny,other,rarely,sometimes,graduated from college/university,white,74,70000,entertainment / media,29JUN12:16:35:00,"san francisco, california",does not have kids,straight,likes dogs and likes cats,agnosticism and very serious about it,m,capricorn,no,english,single,NO,187.96
4172,44,average,mostly anything,socially,never,graduated from college/university,white,68,0,other,30JUN12:22:55:00,"millbrae, california",does not have kids,straight,has dogs,agnosticism and somewhat serious about it,f,aries,no,english (fluently),single,NO,172.72
4173,35,curvy,mostly anything,socially,never,graduated from two-year college,"native american, other",67,40000,clerical / administrative,30JUN12:16:09:00,"berkeley, california","does not have kids, but wants them",gay,likes dogs and likes cats,other,f,sagittarius,no,"english (fluently), sign language (fluently)",single,NO,170.18
4174,43,average,strictly anything,socially,never,graduated from college/university,white,66,0,education / academia,25JUN12:08:40:00,"mountain view, california",does not have kids,straight,likes dogs and dislikes c,christianity but not too serious about it,f,pisces,no,"english (fluently), spanish (poorly), french (poorly)",single,NO,167.64
4175,31,average,mostly anything,socially,sometimes,working on masters program,white,62,40000,clerical / administrative,30JUN12:21:48:00,"san francisco, california",does not have kids,straight,has dogs and likes cats,agnosticism,f,virgo,when drinking,english (okay),single,NO,157.48
4176,22,average,mostly anything,socially,never,working on two-year college,"black, white",70,20000,student,26MAY12:17:07:00,"san bruno, california","does not have kids, but wants them",gay,has dogs and likes cats,christianity but not too serious about it,f,aquarius,no,english (fluently),single,NO,177.8
4177,20,curvy,mostly anything,rarely,never,working on college/university,asian,66,0,student,29JUN12:18:55:00,"hercules, california",does not have kids,straight,likes dogs and likes cats,catholicism and somewhat serious about it,f,libra,no,"english (fluently), tagalog (okay)",single,NO,167.64
4178,60,average,mostly anything,socially,never,graduated from masters program,white,64,0,education / academia,25JUN12:17:41:00,"san mateo, california",has kids,straight,likes dogs and likes cats,judaism and somewhat serious about it,f,libra,no,english (fluently),single,YES,162.56
4179,31,thin,anything,socially,never,graduated from college/university,white,66,0,student,28JUN12:17:53:00,"berkeley, california","does not have kids, but wants them",straight,likes dogs and likes cats,christianity and very serious about it,f,taurus,no,"english (fluently), thai (fluently)",single,NO,167.64
4180,30,average,anything,socially,never,graduated from masters program,"asian, white",68,0,other,28JUN12:21:38:00,"menlo park, california",does not have kids,straight,likes dogs,buddhism but not too serious about it,m,capricorn,no,"english, japanese (poorly)",single,NO,172.72
4181,53,a little extra,strictly anything,socially,sometimes,graduated from masters program,other,68,0,executive / management,11SEP11:09:49:00,"san francisco, california",has kids,straight,has dogs and has cats,other and laughing about it,m,cancer,no,"english (fluently), tagalog (poorly), french (poorly), italian (poorly",married,YES,172.72
4182,22,fit,strictly anything,socially,never,working on college/university,white,64,0,student,30JUN12:03:30:00,"redwood city, california",does not have kids,straight,has dogs,atheism and laughing about it,f,libra,no,english,single,NO,162.56
